Number of Records,Recipient RECORD NUMBER,Vendor USED RECORD NUMBER,X,Y
1,2786,4,-79.469957,36.069991
1,3472,4,-79.439934,36.070203
1,1974,4,-79.440499,36.070299
1,2453,4,-79.409282,36.07045
1,4971,4,-79.382802,36.070567
1,1983,4,-79.263264,36.070714
1,1651,4,-79.431752,36.071095
1,4166,4,-79.504893,36.072063
1,4191,4,-79.50548,36.072312
1,3953,4,-79.38296,36.072371
1,3962,4,-79.38296,36.072371
1,2169,4,-79.276228,36.072572
1,3009,4,-79.276228,36.072572
1,3263,4,-79.274247,36.07262
1,4526,4,-79.331496,36.073159
1,3465,4,-79.282252,36.073413
1,2482,4,-79.484192,36.073616
1,2483,4,-79.484192,36.073616
1,3203,4,-79.431813,36.073941
1,2819,4,-79.3643,36.074239
1,1563,4,-79.469745,36.074372
1,1776,4,-79.403858,36.074404
1,1785,4,-79.498829,36.074442
1,1217,4,-79.53539,36.074607
1,3052,4,-79.468667,36.075204
1,1755,4,-79.463339,36.07522
1,1410,4,-79.31456,36.075557
1,4636,4,-79.52528,36.075703
1,3479,4,-79.393933,36.075917
1,2277,4,-79.436102,36.076035
1,2304,4,-79.510088,36.076069
1,4547,4,-79.269459,36.076226
1,3850,4,-79.382511,36.076267
1,1530,4,-79.308853,36.076306
1,2630,4,-79.28974,36.076685
1,3845,4,-79.429913,36.07685
1,4842,4,-79.414659,36.076856
1,1421,4,-79.284652,36.077138
1,4757,4,-79.503877,36.077328
1,4758,4,-79.510349,36.077353
1,1148,4,-79.423284,36.077529
1,4103,4,-79.30714,36.077559
1,2523,4,-79.290557,36.077761
1,2239,4,-79.508061,36.078321
1,2382,4,-79.32946,36.07857
1,3151,4,-79.434437,36.078574
1,2176,4,-79.271251,36.078643
1,3831,4,-79.469125,36.078906
1,3483,4,-79.449453,36.078925
1,3885,4,-79.279936,36.078937
1,2787,4,-79.468669,36.079653
1,3404,4,-79.265338,36.079933
1,3764,4,-79.267579,36.079993
1,4222,4,-79.28396,36.08073
1,4385,4,-79.458844,36.080879
1,1160,4,-79.439726,36.08091
1,2698,4,-79.280841,36.08103
1,4414,4,-79.290708,36.081078
1,2727,4,-79.438409,36.081112
1,3767,4,-79.384023,36.081151
1,1929,4,-79.292061,36.081201
1,4292,4,-79.263899,36.081273
1,2141,4,-79.276838,36.081587
1,4155,4,-79.493307,36.081792
1,3758,4,-79.290324,36.08188
1,3308,4,-79.48795,36.081884
1,4991,4,-79.486447,36.082106
1,1661,4,-79.500745,36.082322
1,4397,4,-79.272714,36.08268
1,2848,4,-79.486507,36.082764
1,4193,4,-79.417998,36.083023
1,2485,4,-79.507758,36.083034
1,2407,4,-79.518391,36.083169
1,2917,4,-79.489398,36.08344
1,3917,4,-79.292236,36.083599
1,1665,4,-79.494708,36.083763
1,1739,4,-79.483236,36.084052
1,2556,4,-79.29086,36.084101
1,3127,4,-79.538456,36.084123
1,1233,4,-79.485643,36.084212
1,1241,4,-79.485643,36.084212
1,2530,4,-79.289609,36.084723
1,1040,4,-79.474084,36.084832
1,4451,4,-79.480298,36.084943
1,4924,4,-79.538793,36.085
1,4254,4,-79.485344,36.085208
1,3218,4,-79.283177,36.085245
1,4115,4,-79.502741,36.085259
1,4110,4,-79.530855,36.085534
1,4008,4,-79.266812,36.085672
1,1662,4,-79.483737,36.085688
1,1847,4,-79.530594,36.08574
1,2989,4,-79.288548,36.08581
1,1184,4,-79.431884,36.085828
1,3003,4,-79.268509,36.085903
1,1558,4,-79.4987,36.085913
1,4856,4,-79.468165,36.086375
1,4742,4,-79.481779,36.086652
1,1956,4,-79.510081,36.08693
1,2321,4,-79.481835,36.087067
1,3641,4,-79.498639,36.087219
1,4489,4,-79.372944,36.087427
1,4179,4,-79.496326,36.087479
1,3070,4,-79.446636,36.087611
1,4117,4,-79.480499,36.087783
1,2792,4,-79.514809,36.08811
1,4806,4,-79.436188,36.088206
1,1204,4,-79.507166,36.088232
1,3585,4,-79.501213,36.088256
1,2517,4,-79.447682,36.088269
1,3811,4,-79.536582,36.08833
1,3808,4,-79.271563,36.088429
1,1122,4,-79.513635,36.088668
1,2098,4,-79.52689,36.088891
1,2844,4,-79.503366,36.088922
1,4843,4,-79.528376,36.08914
1,1548,4,-79.439491,36.089589
1,2880,4,-79.439179,36.089695
1,3250,4,-79.419059,36.089801
1,1758,4,-79.450901,36.089861
1,1404,4,-79.522865,36.090371
1,1562,4,-79.495156,36.090628
1,2146,4,-79.441605,36.090846
1,4628,4,-79.454765,36.09154
1,2649,4,-79.457437,36.091691
1,1687,4,-79.41395,36.09172
1,1212,4,-79.447169,36.092476
1,3840,4,-79.500026,36.092752
1,1557,4,-79.527865,36.092776
1,4230,4,-79.500027,36.092952
1,4756,4,-79.267772,36.093019
1,4567,4,-79.531142,36.093176
1,2739,4,-79.268388,36.093488
1,4310,4,-79.496786,36.093721
1,4326,4,-79.529005,36.093726
1,3514,4,-79.416288,36.093727
1,4225,4,-79.269836,36.093976
1,3183,4,-79.459275,36.093977
1,3901,4,-79.451893,36.094235
1,4563,4,-79.52765,36.095004
1,3872,4,-79.429672,36.095347
1,3498,4,-79.523948,36.095599
1,2951,4,-79.467337,36.095849
1,1675,4,-79.474263,36.09596
1,1137,4,-79.532928,36.096002
1,2335,4,-79.468005,36.096087
1,2827,4,-79.534286,36.096288
1,2174,4,-79.453869,36.096455
1,2857,4,-79.260276,36.096597
1,1817,4,-79.483409,36.096874
1,1819,4,-79.483409,36.096874
1,1483,4,-79.481376,36.096876
1,1372,4,-79.28636,36.096906
1,3195,4,-79.385517,36.097089
1,3708,4,-79.430189,36.097483
1,2528,4,-79.432897,36.09755
1,2512,4,-79.394194,36.097554
1,2925,4,-79.454875,36.097581
1,1142,4,-79.448691,36.098064
1,4650,4,-79.503011,36.098226
1,4787,4,-79.392654,36.09868
1,1969,4,-79.528479,36.098733
1,3401,4,-79.467273,36.098813
1,2591,4,-79.396367,36.099186
1,1207,4,-79.522686,36.099461
1,4223,4,-79.271069,36.099523
1,3156,4,-79.478769,36.099563
1,2710,4,-79.45663,36.099602
1,2647,4,-79.39233,36.099611
1,4580,4,-79.437804,36.100021
1,3055,4,-79.263221,36.100101
1,2972,4,-79.269634,36.100125
1,2973,4,-79.269634,36.100125
1,4818,4,-79.269552,36.100297
1,2439,4,-79.457823,36.100431
1,2444,4,-79.457823,36.100431
1,2094,4,-79.428776,36.100593
1,3085,4,-79.478896,36.100651
1,4824,4,-79.412367,36.101089
1,1668,4,-79.450484,36.101269
1,3879,4,-79.272352,36.101519
1,3306,4,-79.26896,36.102087
1,2466,4,-79.413058,36.102433
1,3985,4,-79.435903,36.102668
1,4186,4,-79.409234,36.10315
1,1802,4,-79.478514,36.103727
1,3881,4,-79.476272,36.103734
1,1829,4,-79.424979,36.103851
1,1682,4,-79.440499,36.104052
1,3073,4,-79.435863,36.10461
1,4882,4,-79.494698,36.104612
1,1027,4,-79.479371,36.104707
1,2361,4,-79.405839,36.104915
1,1905,4,-79.2817,36.105675
1,2882,4,-79.262833,36.106327
1,3314,4,-79.504534,36.106357
1,4524,4,-79.400465,36.10674
1,2923,4,-79.468407,36.106779
1,3701,4,-79.397888,36.107838
1,2735,4,-79.432861,36.107965
1,1101,4,-79.448798,36.108667
1,1427,4,-79.292797,36.109731
1,1310,4,-79.451788,36.110724
1,4357,4,-79.273066,36.111371
1,1263,4,-79.522223,36.111882
1,3354,4,-79.531934,36.11263
1,1542,4,-79.527904,36.113337
1,4849,4,-79.448085,36.113897
1,4640,4,-79.352573,36.114284
1,4194,4,-79.463076,36.114485
1,4633,4,-79.353651,36.114507
1,4930,4,-79.535146,36.115119
1,1406,4,-79.534306,36.115155
1,3061,4,-79.486091,36.115679
1,4375,4,-79.53426,36.116685
1,2196,4,-79.345984,36.116687
1,2896,4,-79.326042,36.11697
1,2608,4,-79.486518,36.11764
1,2736,4,-79.426541,36.117802
1,4506,4,-79.510585,36.117819
1,4844,4,-79.485128,36.118841
1,4398,4,-79.27233,36.120264
1,4392,4,-79.302589,36.120463
1,2574,4,-79.35417,36.120797
1,4256,4,-79.491254,36.12146
1,2318,4,-79.29894,36.122691
1,1982,4,-79.486834,36.122973
1,4601,4,-79.462245,36.123312
1,3431,4,-79.453251,36.123442
1,3432,4,-79.453251,36.123442
1,3232,4,-79.438129,36.12528
1,2859,4,-79.442183,36.12573
1,4059,4,-79.348786,36.126809
1,4379,4,-79.480954,36.12753
1,4239,4,-79.498362,36.127721
1,3680,4,-79.384055,36.127997
1,1322,4,-79.265676,36.129049
1,1942,4,-79.477034,36.131105
1,2494,4,-79.266477,36.131171
1,2418,4,-79.293307,36.131428
1,2226,4,-79.462692,36.13162
1,2599,4,-79.378665,36.131908
1,2565,4,-79.261599,36.131962
1,2566,4,-79.261599,36.131962
1,1106,4,-79.266661,36.132765
1,1050,4,-79.452009,36.141602
1,1786,4,-79.453491,36.141682
1,4951,4,-79.340985,36.144381
1,1910,4,-79.390097,36.145531
1,2234,4,-79.451186,36.145694
1,1468,4,-79.498457,36.145969
1,3943,4,-79.448845,36.147384
1,2516,4,-79.42453,36.151271
1,2372,4,-79.340217,36.155313
1,3080,4,-79.448215,36.15603
1,4125,4,-79.525654,36.160525
1,4497,4,-79.469544,36.169706
1,2810,4,-79.473374,36.169895
1,1392,4,-79.289523,36.171302
1,3396,4,-79.437297,36.17639
1,4162,4,-79.523895,36.177617
1,1479,4,-79.516964,36.180537
1,3274,4,-79.49106,36.182124
1,2754,4,-79.367626,36.185408
1,2755,4,-79.367626,36.185408
1,3900,4,-79.40576,36.18596
1,2771,4,-79.418779,36.188389
1,2331,4,-79.368501,36.19928
1,1606,4,-79.288066,36.206203
1,4281,4,-79.316648,36.225073
1,2865,4,-79.508697,36.228299
1,4093,4,-79.377461,36.23433
1,3287,4,-79.521868,36.238679
1,2534,4,-79.37305,36.242709
1,3118,5,-79.311206,35.851377
1,1625,5,-79.25999,35.874953
1,3144,5,-79.273527,35.877753
1,2325,5,-79.26989,35.878061
1,3027,5,-79.366033,35.880202
1,3932,5,-79.36626,35.880292
1,1344,5,-79.52203,35.882695
1,1986,5,-79.429835,35.887452
1,2015,5,-79.284106,35.900605
1,3452,5,-79.385521,35.918505
1,2121,5,-79.434179,35.924137
1,4605,5,-79.507303,35.924627
1,3579,5,-79.475402,35.928937
1,3640,5,-79.491321,35.930937
1,3444,5,-79.473074,35.931216
1,1881,5,-79.405717,35.93467
1,4558,5,-79.266867,35.938403
1,2446,5,-79.479146,35.940685
1,1515,5,-79.320647,35.947281
1,4248,5,-79.320647,35.947281
1,4870,5,-79.453539,35.952862
1,2985,5,-79.443961,35.953903
1,3447,5,-79.533169,35.958081
1,4881,5,-79.342732,35.959509
1,2826,5,-79.27567,35.962643
1,1696,5,-79.460615,35.966106
1,3933,5,-79.304531,35.967542
1,3720,5,-79.319302,35.970215
1,3752,5,-79.325154,35.973058
1,2894,5,-79.323868,35.974415
1,3742,5,-79.274551,35.977001
1,3903,5,-79.492603,35.979023
1,2898,5,-79.457614,35.988572
1,1595,5,-79.309548,35.989918
1,2303,5,-79.295481,35.990593
1,1788,5,-79.382999,35.990662
1,1793,5,-79.382999,35.990662
1,3420,5,-79.539711,35.994115
1,2122,5,-79.507557,35.994537
1,4729,5,-79.383116,35.995057
1,2662,5,-79.381105,35.995618
1,4418,5,-79.446694,35.997332
1,3344,5,-79.316477,35.997988
1,4105,5,-79.449442,35.998913
1,2879,5,-79.449331,35.999336
1,3546,5,-79.382897,35.999579
1,2781,5,-79.379141,36.000068
1,2051,5,-79.419333,36.00328
1,2060,5,-79.419333,36.00328
1,1516,5,-79.334122,36.007327
1,1098,5,-79.51364,36.01218
1,3999,5,-79.522319,36.01458
1,2316,5,-79.357013,36.017095
1,3037,5,-79.493813,36.018814
1,4792,5,-79.418839,36.021257
1,1147,5,-79.392896,36.021321
1,2509,5,-79.4963,36.022782
1,2510,5,-79.4963,36.022782
1,3899,5,-79.263472,36.023421
1,4415,5,-79.354295,36.025183
1,3684,5,-79.353638,36.025259
1,3704,5,-79.492827,36.025354
1,3181,5,-79.480867,36.02538
1,4159,5,-79.375247,36.028899
1,2112,5,-79.338194,36.028925
1,1398,5,-79.335145,36.030424
1,4903,5,-79.279565,36.031122
1,3050,5,-79.309011,36.031515
1,3053,5,-79.309011,36.031515
1,4475,5,-79.381367,36.031847
1,3983,5,-79.400484,36.031859
1,3162,5,-79.372907,36.032321
1,2578,5,-79.339885,36.032685
1,1861,5,-79.405269,36.032809
1,1164,5,-79.358527,36.033317
1,2465,5,-79.39278,36.033381
1,3819,5,-79.381555,36.033807
1,3298,5,-79.437994,36.03414
1,4702,5,-79.404531,36.034423
1,4499,5,-79.403816,36.034541
1,4500,5,-79.403816,36.034541
1,1947,5,-79.319311,36.034948
1,4540,5,-79.337533,36.035966
1,1242,5,-79.534539,36.036227
1,1927,5,-79.362915,36.036256
1,4075,5,-79.274563,36.037138
1,2770,5,-79.393176,36.039006
1,2631,5,-79.397471,36.039461
1,1601,5,-79.397325,36.041832
1,3866,5,-79.378647,36.042237
1,3224,5,-79.40427,36.042757
1,4004,5,-79.404371,36.042929
1,4936,5,-79.489102,36.043188
1,2311,5,-79.379024,36.044771
1,1219,5,-79.300221,36.04842
1,1953,5,-79.532089,36.049763
1,4610,5,-79.436448,36.05145
1,2299,5,-79.300765,36.051655
1,1814,5,-79.531406,36.052414
1,1540,5,-79.306777,36.052672
1,1054,5,-79.425801,36.052731
1,3964,5,-79.390914,36.052792
1,2636,5,-79.426928,36.052937
1,2522,5,-79.529413,36.053317
1,3870,5,-79.529413,36.053317
1,2134,5,-79.532523,36.054684
1,3624,5,-79.424752,36.054927
1,1660,5,-79.44276,36.055509
1,2235,5,-79.493125,36.057262
1,4527,5,-79.529191,36.057516
1,1016,5,-79.533698,36.058315
1,4981,5,-79.284839,36.058574
1,2392,5,-79.432763,36.058765
1,3487,5,-79.37878,36.059059
1,4675,5,-79.477358,36.060012
1,3716,5,-79.483751,36.060276
1,1674,5,-79.483812,36.060611
1,1604,5,-79.508564,36.062242
1,4356,5,-79.508564,36.062242
1,2014,5,-79.279488,36.062289
1,3691,5,-79.402256,36.062355
1,1144,5,-79.273458,36.0625
1,2572,5,-79.494036,36.062958
1,1634,5,-79.371201,36.063192
1,1058,5,-79.413921,36.063215
1,4845,5,-79.373128,36.063268
1,1614,5,-79.490316,36.063544
1,3696,5,-79.406893,36.063548
1,3408,5,-79.422229,36.063865
1,4123,5,-79.380057,36.064023
1,2320,5,-79.370599,36.064318
1,4041,5,-79.298919,36.065005
1,4619,5,-79.453962,36.06569
1,4748,5,-79.406433,36.065851
1,2139,5,-79.387852,36.06677
1,1247,5,-79.526544,36.067123
1,2261,5,-79.414998,36.068505
1,3554,5,-79.40854,36.068841
1,3864,5,-79.419906,36.068921
1,2106,5,-79.457377,36.069063
1,2549,5,-79.387582,36.069166
1,4343,5,-79.51835,36.069606
1,1805,5,-79.408692,36.069971
1,4698,5,-79.38884,36.069982
1,1291,5,-79.400388,36.070047
1,1428,5,-79.263285,36.070155
1,3513,5,-79.531218,36.070176
1,1951,5,-79.440499,36.070299
1,4387,5,-79.484009,36.070365
1,3912,5,-79.464602,36.07044
1,1191,5,-79.382399,36.070615
1,1768,5,-79.456159,36.070666
1,3251,5,-79.404242,36.070814
1,1408,5,-79.450705,36.070843
1,3567,5,-79.488429,36.07112
1,1839,5,-79.484989,36.071175
1,2617,5,-79.418961,36.071855
1,2037,5,-79.31524,36.071953
1,4517,5,-79.276228,36.072572
1,4010,5,-79.458015,36.072941
1,3788,5,-79.474673,36.073259
1,4261,5,-79.315283,36.073472
1,1526,5,-79.465771,36.073799
1,1566,5,-79.262872,36.073835
1,1107,5,-79.516334,36.073912
1,3954,5,-79.31512,36.074103
1,1856,5,-79.467582,36.074286
1,3861,5,-79.370263,36.07464
1,1756,5,-79.463339,36.07522
1,2986,5,-79.285941,36.075272
1,3871,5,-79.438236,36.075995
1,3279,5,-79.283974,36.076367
1,3747,5,-79.347291,36.07664
1,3486,5,-79.395119,36.07683
1,2928,5,-79.27906,36.077164
1,2981,5,-79.471698,36.077338
1,4131,5,-79.30714,36.077559
1,1622,5,-79.520327,36.077659
1,4975,5,-79.517789,36.0777
1,2130,5,-79.290557,36.077761
1,4279,5,-79.518573,36.077802
1,1429,5,-79.406637,36.077815
1,1976,5,-79.310886,36.078101
1,3476,5,-79.406615,36.078283
1,2329,5,-79.505435,36.078396
1,2742,5,-79.426644,36.078399
1,1126,5,-79.423439,36.078595
1,2396,5,-79.460136,36.079057
1,4802,5,-79.449201,36.079186
1,1363,5,-79.409471,36.079501
1,1736,5,-79.386057,36.07976
1,1936,5,-79.281124,36.079937
1,1131,5,-79.281608,36.080197
1,2868,5,-79.271548,36.080439
1,2920,5,-79.435169,36.08105
1,2687,5,-79.268628,36.081285
1,3594,5,-79.267657,36.081448
1,1796,5,-79.284825,36.081748
1,1433,5,-79.497958,36.081934
1,4032,5,-79.268506,36.082122
1,1509,5,-79.313672,36.082152
1,1208,5,-79.48203,36.083846
1,3446,5,-79.481462,36.08392
1,4543,5,-79.291731,36.084172
1,1274,5,-79.511299,36.084192
1,4893,5,-79.509802,36.084227
1,3464,5,-79.527609,36.084638
1,2590,5,-79.408015,36.084691
1,3895,5,-79.480298,36.084943
1,4962,5,-79.515801,36.085336
1,2123,5,-79.430627,36.085457
1,2935,5,-79.328531,36.085579
1,1353,5,-79.384675,36.085761
1,1300,5,-79.469437,36.086014
1,4857,5,-79.468165,36.086375
1,3536,5,-79.438447,36.086509
1,2716,5,-79.45514,36.086726
1,1680,5,-79.35074,36.086786
1,1441,5,-79.274902,36.087086
1,3801,5,-79.277427,36.087169
1,4198,5,-79.496326,36.087479
1,2535,5,-79.474497,36.087694
1,3582,5,-79.350307,36.08793
1,2601,5,-79.499156,36.088002
1,2958,5,-79.280282,36.08834
1,4872,5,-79.277192,36.088383
1,3333,5,-79.268588,36.088888
1,4313,5,-79.401008,36.089109
1,4176,5,-79.456235,36.089325
1,1359,5,-79.424686,36.08945
1,3466,5,-79.461185,36.089514
1,4615,5,-79.270625,36.089544
1,2595,5,-79.451563,36.089546
1,4607,5,-79.271989,36.089871
1,1467,5,-79.41697,36.089988
1,1991,5,-79.487822,36.09007
1,2049,5,-79.267736,36.090142
1,3683,5,-79.419545,36.090436
1,2587,5,-79.461067,36.090774
1,4780,5,-79.43517,36.090973
1,2725,5,-79.406077,36.091196
1,3762,5,-79.272112,36.091392
1,2162,5,-79.515984,36.091393
1,1124,5,-79.523726,36.091593
1,4519,5,-79.389217,36.091682
1,2283,5,-79.517266,36.091824
1,4939,5,-79.47086,36.091977
1,4067,5,-79.477943,36.092197
1,2393,5,-79.447294,36.092224
1,2947,5,-79.424793,36.092251
1,2960,5,-79.273022,36.092666
1,2847,5,-79.371667,36.09269
1,3507,5,-79.268929,36.092771
1,4280,5,-79.282791,36.09329
1,1025,5,-79.517212,36.093394
1,1649,5,-79.47823,36.093568
1,1342,5,-79.465885,36.093713
1,3916,5,-79.480247,36.093871
1,2435,5,-79.50898,36.093894
1,1765,5,-79.464474,36.094149
1,4149,5,-79.288079,36.094181
1,1590,5,-79.474914,36.094293
1,3341,5,-79.521552,36.094429
1,1939,5,-79.267708,36.09492
1,4566,5,-79.52765,36.095004
1,4892,5,-79.460989,36.095126
1,1857,5,-79.475445,36.095687
1,2858,5,-79.260276,36.096597
1,1762,5,-79.529297,36.09662
1,3936,5,-79.46066,36.097068
1,4151,5,-79.389197,36.09721
1,3591,5,-79.388125,36.097443
1,4989,5,-79.46253,36.097589
1,1383,5,-79.482532,36.09796
1,1644,5,-79.260305,36.0982
1,4812,5,-79.260295,36.098587
1,1521,5,-79.391782,36.098677
1,4412,5,-79.465972,36.098747
1,3600,5,-79.462815,36.098942
1,2147,5,-79.441765,36.099162
1,3618,5,-79.504182,36.099274
1,1206,5,-79.522686,36.099461
1,4483,5,-79.44301,36.099568
1,2674,5,-79.267196,36.100033
1,4965,5,-79.525831,36.100516
1,2422,5,-79.356652,36.100704
1,4273,5,-79.474699,36.100719
1,1975,5,-79.263972,36.101796
1,3842,5,-79.527591,36.101912
1,4278,5,-79.451355,36.102225
1,4363,5,-79.411832,36.102317
1,1705,5,-79.475441,36.102472
1,1437,5,-79.400048,36.102501
1,2860,5,-79.273639,36.102956
1,2861,5,-79.273639,36.102956
1,3494,5,-79.267229,36.103209
1,2550,5,-79.396263,36.103573
1,2438,5,-79.429035,36.103691
1,2666,5,-79.355316,36.103716
1,2834,5,-79.472871,36.10377
1,4360,5,-79.402297,36.104258
1,2328,5,-79.53063,36.104442
1,3223,5,-79.268013,36.105113
1,3030,5,-79.426949,36.105579
1,3497,5,-79.512759,36.105689
1,2359,5,-79.436977,36.106102
1,3117,5,-79.524714,36.106117
1,2885,5,-79.404176,36.106716
1,4491,5,-79.397249,36.106918
1,4494,5,-79.397249,36.106918
1,2451,5,-79.264432,36.107139
1,3705,5,-79.397888,36.107838
1,2514,5,-79.28149,36.109138
1,1860,5,-79.264933,36.109627
1,1447,5,-79.453655,36.110044
1,1272,5,-79.273286,36.111227
1,4337,5,-79.531718,36.111683
1,3012,5,-79.503149,36.111911
1,3748,5,-79.501634,36.11205
1,3565,5,-79.45594,36.112302
1,4957,5,-79.530539,36.11361
1,2912,5,-79.398602,36.114136
1,4709,5,-79.352623,36.114232
1,2965,5,-79.526491,36.114379
1,3723,5,-79.503087,36.114543
1,3264,5,-79.399101,36.114617
1,1265,5,-79.529509,36.114788
1,4932,5,-79.52922,36.116506
1,4612,5,-79.53457,36.116825
1,2210,5,-79.463378,36.1179
1,2875,5,-79.465698,36.118701
1,1187,5,-79.310521,36.119022
1,4929,5,-79.33479,36.119234
1,1316,5,-79.44414,36.119648
1,1892,5,-79.315914,36.121736
1,2079,5,-79.270813,36.121774
1,1014,5,-79.272838,36.121802
1,4156,5,-79.290144,36.122293
1,1127,5,-79.474744,36.124346
1,1484,5,-79.263337,36.124782
1,2518,5,-79.440022,36.124797
1,1271,5,-79.2687,36.124953
1,4917,5,-79.344972,36.124993
1,4805,5,-79.479104,36.126253
1,4692,5,-79.428529,36.126261
1,4219,5,-79.44107,36.12645
1,2470,5,-79.508744,36.127715
1,3778,5,-79.485992,36.127905
1,3091,5,-79.269079,36.128502
1,4952,5,-79.265448,36.129069
1,4712,5,-79.280329,36.130444
1,4944,5,-79.269931,36.130631
1,2426,5,-79.292817,36.131686
1,2889,5,-79.472436,36.132047
1,1120,5,-79.456901,36.133422
1,4485,5,-79.480985,36.133733
1,4043,5,-79.344946,36.136755
1,1049,5,-79.452009,36.141602
1,3310,5,-79.44245,36.146224
1,3311,5,-79.44245,36.146224
1,2267,5,-79.297884,36.147025
1,4178,5,-79.325883,36.147284
1,2675,5,-79.453454,36.149539
1,1589,5,-79.264361,36.154639
1,3577,5,-79.339142,36.155642
1,4129,5,-79.525654,36.160525
1,2227,5,-79.503262,36.160563
1,3387,5,-79.476437,36.162387
1,2790,5,-79.332781,36.166563
1,1384,5,-79.350704,36.173119
1,3364,5,-79.388776,36.179024
1,1267,5,-79.465614,36.185499
1,4772,5,-79.322855,36.198956
1,1074,5,-79.274211,36.209644
1,2111,5,-79.321808,36.21036
1,4487,5,-79.396196,36.212997
1,4865,5,-79.291762,36.218208
1,2724,5,-79.473853,36.218343
1,2813,5,-79.454446,36.223854
1,1232,5,-79.454497,36.223874
1,3034,5,-79.29879,36.224897
1,1780,5,-79.363681,36.226676
1,2864,5,-79.508697,36.228299
1,2866,5,-79.508697,36.228299
1,2874,5,-79.508697,36.228299
1,4417,5,-79.493691,36.246769
1,3092,6,-79.426939,35.848238
1,3129,6,-79.311206,35.851377
1,3804,6,-79.380496,35.867931
1,3284,6,-79.277205,35.890334
1,2531,6,-79.533525,35.892937
1,1215,6,-79.524572,35.893774
1,2761,6,-79.282395,35.90176
1,4335,6,-79.420776,35.903673
1,2938,6,-79.355244,35.904894
1,3335,6,-79.356962,35.911558
1,2278,6,-79.504649,35.922825
1,2306,6,-79.51568,35.926201
1,2853,6,-79.509972,35.927689
1,3543,6,-79.475402,35.928937
1,4594,6,-79.47318,35.931003
1,2217,6,-79.331508,35.936321
1,4302,6,-79.265159,35.939259
1,1495,6,-79.341867,35.941045
1,3448,6,-79.333844,35.941997
1,1886,6,-79.329636,35.942695
1,4270,6,-79.340494,35.943782
1,2626,6,-79.478222,35.944036
1,2148,6,-79.320647,35.947281
1,4268,6,-79.468678,35.949833
1,1478,6,-79.359888,35.952222
1,4227,6,-79.52312,35.952915
1,4496,6,-79.301602,35.953035
1,1086,6,-79.310474,35.955051
1,1311,6,-79.502361,35.956813
1,1818,6,-79.468513,35.957516
1,2430,6,-79.435296,35.96831
1,2643,6,-79.265049,35.970082
1,1083,6,-79.336522,35.97197
1,3702,6,-79.357575,35.984281
1,4347,6,-79.308026,35.987909
1,4611,6,-79.508801,35.990889
1,1626,6,-79.311239,35.992159
1,1720,6,-79.263266,35.992458
1,1085,6,-79.293214,35.993407
1,2243,6,-79.453389,35.994087
1,3424,6,-79.539711,35.994115
1,4715,6,-79.380753,35.994742
1,3000,6,-79.428567,35.995834
1,4435,6,-79.428674,35.996834
1,1192,6,-79.379481,35.999569
1,2562,6,-79.422086,36.000862
1,3258,6,-79.399357,36.00379
1,2128,6,-79.333825,36.003986
1,2886,6,-79.324507,36.004276
1,2871,6,-79.315861,36.006886
1,3210,6,-79.361636,36.01139
1,1096,6,-79.51364,36.01218
1,3569,6,-79.5387,36.016252
1,1890,6,-79.499229,36.017166
1,1199,6,-79.318722,36.017757
1,1931,6,-79.536933,36.017838
1,4251,6,-79.539886,36.018941
1,2388,6,-79.313407,36.01957
1,3412,6,-79.442864,36.020943
1,3987,6,-79.438695,36.021015
1,2614,6,-79.438791,36.021083
1,1093,6,-79.386291,36.02119
1,1627,6,-79.493122,36.021415
1,3898,6,-79.263472,36.023421
1,3847,6,-79.511678,36.023893
1,4167,6,-79.421591,36.024059
1,2625,6,-79.389121,36.024169
1,2582,6,-79.389977,36.024181
1,3309,6,-79.363626,36.026186
1,1335,6,-79.424417,36.026191
1,1336,6,-79.424417,36.026191
1,1100,6,-79.347251,36.026601
1,2837,6,-79.362251,36.027916
1,1525,6,-79.288447,36.028057
1,2660,6,-79.375317,36.02862
1,4237,6,-79.3385,36.029954
1,2980,6,-79.304936,36.030555
1,1505,6,-79.470537,36.030826
1,1725,6,-79.339704,36.030966
1,2462,6,-79.353322,36.032551
1,2579,6,-79.339885,36.032685
1,3761,6,-79.407987,36.032902
1,4501,6,-79.503009,36.03351
1,3816,6,-79.381555,36.033807
1,2657,6,-79.437893,36.034641
1,4297,6,-79.359278,36.035635
1,1103,6,-79.277987,36.035844
1,3869,6,-79.424283,36.036462
1,4138,6,-79.424283,36.036462
1,1260,6,-79.276358,36.036973
1,4109,6,-79.486381,36.037548
1,2741,6,-79.418822,36.038547
1,3096,6,-79.406541,36.038996
1,3098,6,-79.406541,36.038996
1,4135,6,-79.360199,36.040334
1,3380,6,-79.404748,36.040692
1,1228,6,-79.382545,36.040914
1,3597,6,-79.384316,36.0426
1,4003,6,-79.404371,36.042929
1,4011,6,-79.404371,36.042929
1,1935,6,-79.30546,36.043464
1,3233,6,-79.398,36.043848
1,3662,6,-79.404012,36.043849
1,4018,6,-79.299881,36.04643
1,1522,6,-79.394179,36.047714
1,1456,6,-79.276766,36.048006
1,3421,6,-79.413867,36.048348
1,3841,6,-79.300912,36.050757
1,3470,6,-79.395592,36.051406
1,1332,6,-79.537156,36.051947
1,1527,6,-79.306777,36.052672
1,3064,6,-79.535672,36.052699
1,2942,6,-79.527987,36.05327
1,3475,6,-79.393712,36.053902
1,4665,6,-79.392367,36.053911
